gene_name,site,category,mut_auroc,mut_auroc_sd,mut_auprc,mut_auprc_sd,n_determinants,n_genomes_with_determinant,embeddable,is_causal,is_rrna,is_noncoding
__ALL_CARD__,__ALL_CARD__,all,0.8230825054831634,0.003137505980942244,0.8748128061090393,0.002499585370950704,21,2446,False,False,False,False
OXA,OXA,acquired_hgt,0.7097793833053798,2.298380017448157e-16,0.774569483513766,2.298380017448157e-16,1,1157,True,True,False,False
TEM,TEM,acquired_hgt,0.686572700296736,1.1491900087240784e-16,0.7549359575855608,0.0,1,1218,True,True,False,False
OmpK35 (WT),OmpK35 (WT),chromosomal_coding,0.6571652044897432,0.0,0.73486136513467,2.298380017448157e-16,1,1302,True,False,False,False
OmpK35 (mut),OmpK35 (mut),porin_truncation,0.6393449232357115,1.1491900087240784e-16,0.7248785182268385,2.298380017448157e-16,1,1144,False,True,False,True
CTX-M,CTX-M,acquired_hgt,0.636675912785447,0.0,0.7205347088778438,1.1491900087240784e-16,1,1398,True,True,False,False
KPC,KPC,acquired_hgt,0.6132918333118307,1.1491900087240784e-16,0.7171970721952621,2.298380017448157e-16,1,550,True,True,False,False
SHV-OKP-LEN (WT),SHV-OKP-LEN (WT),chromosomal_coding,0.5674429105921817,0.0,0.6808595984342241,2.298380017448157e-16,1,1352,True,False,False,False
SHV-OKP-LEN (mut),SHV-OKP-LEN (mut),chromosomal_coding,0.5491226938459554,0.0,0.6712747618822232,2.298380017448157e-16,1,1054,True,True,False,False
NDM,NDM,acquired_hgt,0.5445103857566764,1.1491900087240784e-16,0.6782722110527005,0.0,1,141,True,True,False,False
VEB,VEB,acquired_hgt,0.5180541220487679,1.1491900087240784e-16,0.6587351038765518,0.0,1,49,True,True,False,False
OmpK36 (mut),OmpK36 (mut),porin_truncation,0.5105228357631272,1.1491900087240784e-16,0.6516858755467616,1.1491900087240784e-16,1,555,False,True,False,True
DHA,DHA,acquired_hgt,0.5012337117791253,1.1491900087240784e-16,0.6473971649083958,2.298380017448157e-16,1,19,True,False,False,False
CARB,CARB,acquired_hgt,0.5009891196834817,0.002895845913793859,0.6477793528030631,0.0016828525383226272,1,13,True,True,False,False
CMY,CMY,acquired_hgt,0.5007499032382919,1.1491900087240784e-16,0.6471861348582102,1.1491900087240784e-16,1,36,True,True,False,False
LAP,LAP,acquired_hgt,0.5001967488066056,0.0009976985460929194,0.6469361100562651,0.0004394867365412837,1,36,True,False,False,False
OmpK36 (WT),OmpK36 (WT),chromosomal_coding,0.4927025545090958,1.7237850130861175e-16,0.6435223328034531,1.1491900087240784e-16,1,1879,True,False,False,False
